条目编号	标题	处理类型	修改前	修改后	次数	上下文
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	ch as world to have an interest in theImperial Cult. However, some Ogryn 
25	欧格林 Ogryn	恢复英文词间空格	of	of 	1	e Ogryn take a liking to the tales ofMissionarieswould visit these world
25	欧格林 Ogryn	恢复英文词间空格	as	as 	1	"mselves from invading forces, such asChaos Space Marines.

欧格林世界曾经是帝国存在之"
25	欧格林 Ogryn	恢复英文词间空格	The	The 	1	"如混沌星际战士。

**Imperial Guard 帝国卫队**

TheImperiumputs the Ogryns' qualities "
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	exity make them ideal warriors for theImperial Guard. The concentration o
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	sault forces. Once introduced into theImperial Cult, Ogryns develop an un
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	able and almost childlike faith in theEmperor, seeing Him as watching ove
25	欧格林 Ogryn	恢复英文词间空格	Worldsfrom	Worlds from	1	to have once be ancient humanPenal Worldsfrom ages predating the Imperium's exis
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	s, they're typically assigned from theMilitarum Auxilla.The unit consists
25	欧格林 Ogryn	恢复英文词间空格	for	for 	1	. Ogryns have a particular respect forCommissars, whom they see as closes
25	欧格林 Ogryn	恢复英文词间空格	of	of 	1	tant to enter the cramped confines ofChimeracarriers.In caution of this 
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	"，并避免在可能被认为“过于限制”的地形内部署欧格林。

During theHorus Heresy, Ogryns fought on both"
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	, Ogryns are sometimes modified by theAdeptus Mechanicusintoservitorsand 
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	ch are known to use ogryns include theCatachan Jungle Fighters,Savlar Che
25	欧格林 Ogryn	恢复英文词间空格	and	and 	1	 Jungle Fighters,Savlar Chem-Dogs, andKanak Skull Takers.Ogryn units incl
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	k Skull Takers.Ogryn units include theKrourk Ogryn AuxiliaandMonglor Ogry
25	欧格林 Ogryn	恢复英文句间空格	.Li	. Li	1	ed to the regiments of other worlds.Like most specialist abhuman troops, 
25	欧格林 Ogryn	恢复英文句间空格	.Th	. Th	1	assigned from the Militarum Auxilla.The unit consists of squads, each led
25	欧格林 Ogryn	恢复英文句间空格	.Og	. Og	1	as closest to their beloved Emperor.Ogryns are also naturally claustropho
25	欧格林 Ogryn	恢复英文句间空格	.In	. In	1	cramped confines of Chimeracarriers.In caution of this psychological foib
25	欧格林 Ogryn	恢复英文句间空格	.Og	. Og	1	reat size and strength are required.Ogryns are also used as heavy lifters
25	欧格林 Ogryn	恢复英文句间空格	.Og	. Og	1	r Chem-Dogs, and Kanak Skull Takers.Ogryn units include the Krourk Ogryn 
25	欧格林 Ogryn	恢复英文句间空格	.Th	. Th	1	pped for either abruteorslab shield.They can also be converted intomutant
25	欧格林 Ogryn	恢复英文句间空格	.Th	. Th	1	eads,or*Bone'eads*) of Ogryn squads.These Ogryn are sometimes branded wit
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	mpanied by a Bone'ead Squad during theKauravaCampaign在考拉瓦战役中，万斯·斯塔布斯和多兰·法
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	one'ead Squad accompany him during theKauravaCampaign.Governor-MilitantLu
25	欧格林 Ogryn	恢复英文词间空格	on	on 	1	"ompany him during the Dark Crusade onKronus.

聪明头小队成员是从聪明头欧格林中选出的，尽管他们的认"
25	欧格林 Ogryn	恢复英文句间空格	.Go	. Go	1	pany him during the KauravaCampaign.Governor-MilitantLukas Alexanderhad a
25	欧格林 Ogryn	恢复英文词间空格	on	on 	1	'ead Squad during the Dark Crusade onKronus在克罗诺斯的黑暗远征中，卢卡斯·亚历山大和安东·盖贝特在一
25	欧格林 Ogryn	恢复英文词间空格	to	to 	1	Ogryn Bone 'Eads would be assigned toLord GeneralCastoras aHonour Guarda
25	欧格林 Ogryn	恢复英文词间空格	a	a 	1	be assigned toLord GeneralCastoras aHonour Guardand accompany him into 
25	欧格林 Ogryn	恢复英文词间空格	Guardand	Guard and	1	"d to Lord GeneralCastoras a Honour Guardand accompany him into battle.

在第三次奥瑞"
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	rnetically enhanced Ogryns used by theImperial Armyduring theHorus Heresy
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	"yns used by theImperial Armyduring theHorus Heresy.

喀戎欧格林是帝国军队在荷鲁斯叛乱期间使用"
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	view as little better than that of theOrkswho plague the Imperium. Imperi
25	欧格林 Ogryn	恢复英文词间空格	as	as 	1	"enaries 欧格林雇佣兵**

Ogryn also serve asMercenariesand are known for workin"
25	欧格林 Ogryn	恢复英文词间空格	Orkswho	Orks who	1	 as little better than that of the Orkswho plague the Imperium. Imperial land
25	欧格林 Ogryn	恢复英文句间空格	.Th	. Th	1	g up for their lack of intelligence.This strength and subservient nature 
25	欧格林 Ogryn	恢复英文句间空格	.Og	. Og	1	irableslavesthroughout the Imperium.Ogryn slaves often make up large port
25	欧格林 Ogryn	恢复英文词间空格	in	in 	1	slave-labour roles to instead work inSquat holdfasts.There they work sid
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	.There they work side by side with theSquatprospectors as fellow excavato
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	"

**Ogryn Psykers 欧格林灵能者**

Though theImperial Cultstates that Ogryns are"
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	), this has changed in the wake of theGreat Rift's creation. APenal Legio
25	欧格林 Ogryn	恢复英文词间空格	A	A 	1	 wake of theGreat Rift's creation. APenal Legionogryn namedCassiadispla
25	欧格林 Ogryn	恢复英文词间空格	named	named 	1	ift's creation. APenal Legionogryn namedCassiadisplayedpsychicabilities in 
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	icially created through the use of theNecromundadrugGhast. Normally the s
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	ants temporary psychic powers, but theWyrdUrsan Gravescreated a horrific 
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	se of Ghast to open their minds to theWarpcaused their bodies to destroy 
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	e Wyrd then began experimenting on theAbhumansand came upon a breakthroug
25	欧格林 Ogryn	恢复英文词间空格	The	The 	1	"们。

**Ogryn Monstrosities 欧格林怪物**

TheAstra Militarumcan have Ogryn bodyg"
25	欧格林 Ogryn	恢复英文词间空格	into	into 	1	an have Ogryn bodyguards converted intoMutant Monstrosities, they can fiel
25	欧格林 Ogryn	恢复英文词间空格	of	of 	1	Ogryns are also used by the forces ofChaos. Known as Ogryn Brutesand Tra
25	欧格林 Ogryn	恢复英文词间空格	the	the 	1	kly earns themmutantblessings from theChaos Gods. However Chaos Ogryns ar
25	欧格林 Ogryn	恢复英文句间空格	.Th	. Th	1	 to instead work in Squat holdfasts.There they work side by side with the
25	欧格林 Ogryn	恢复英文句间空格	.Ca	. Ca	1	o develop psychic abilities as well.Cassia also had an increased intellec
25	欧格林 Ogryn	恢复英文句间空格	.Ch	. Ch	1	 slow-witted and easily exploitable.Chaos renegades are quick to forcibly
25	欧格林 Ogryn	恢复英文句间空格	.Ch	. Ch	1	 by their more cunningHumancomrades.Chaos Ogryns that have been modified 
25	欧格林 Ogryn	恢复英文词间空格	into	into 	1	re Ogryns that have been converted intoServitors.Examples includeH-Grade C
25	欧格林 Ogryn	恢复英文句间空格	.Ex	. Ex	1	 have been converted into Servitors.Examples includeH-Grade Combat Servit
25	欧格林 Ogryn	恢复英文词间空格	as	as 	1	etimes inducted into their service asGue'vesa. Equipment issued varies b
25	欧格林 Ogryn	恢复英文词间空格	by	by 	1	"can include weaponry normally used byBattlesuits.

欧格林被钛帝国称为欧'格林，有时会以古'维"
26	莱特林 Ratling	恢复英文词间空格	the	the 	1	ure.They rarely find employment in theImperial Guarddue to their physical
26	莱特林 Ratling	恢复英文词间空格	the	the 	1	"employed as snipers specialists in theMilitarum Auxilla.

莱特林（人属智人小型亚种），也"
26	莱特林 Ratling	恢复英文句间空格	.Th	. Th	1	benefiting from their small stature.They rarely find employment in the Im
26	莱特林 Ratling	恢复英文句间空格	.Wi	. Wi	1	gs well suited to the role ofsniper.Within the Imperial Guard, Ratlings a
26	莱特林 Ratling	恢复英文词间空格	Worldsin	Worlds in	1	atlings hail from the very fewAgri Worldsin the Imperium that lack horrific da
26	莱特林 Ratling	恢复英文词间空格	on	on 	1	ute-strength. They often find work onForge Worldsor inmanufactorumswhere
26	莱特林 Ratling	恢复英文词间空格	Worldsor	Worlds or	1	gth. They often find work on Forge Worldsor inmanufactorumswhere they can clim
26	莱特林 Ratling	恢复英文句间空格	.Al	. Al	1	ometimes forgotten about or trapped.Although they are ill-suited for bein
26	莱特林 Ratling	恢复英文句间空格	.Ra	. Ra	1	cut wires when splicing electronics.Ratlings are personable, but on avera
26	莱特林 Ratling	恢复英文句间空格	.Th	. Th	1	al marksmen, as well as pickpockets.These talents combined with a love fo
26	莱特林 Ratling	恢复英文词间空格	the	the 	1	"越各种地形。快速移动时，它们会用脚趾移动。

Ratlings in theImperial Navywill often serve as ch"
26	莱特林 Ratling	恢复英文词间空格	the	the 	1	"y on anyone, from theslave-pens to theCaptain's quarters.

帝国海军的莱特林通常会担任厨"
26	莱特林 Ratling	恢复英文词间空格	the	the 	1	raised on the thrilling stories of theOrnsworld Sagas. These thrilling ta
26	莱特林 Ratling	恢复英文词间空格	a	a 	1	ing even smaller and slighter than aKinof theLeagues of Votann,and thou
26	莱特林 Ratling	恢复英文词间空格	the	the 	1	n smaller and slighter than aKinof theLeagues of Votann,and though their 
26	莱特林 Ratling	恢复英文词间空格	the	the 	1	s make generally poor warriors but theImperiumstill finds a use for them,
26	莱特林 Ratling	恢复英文词间空格	by	by 	1	"val, and are sometimes accompanied byBattlemuttwar dogs.

虽然莱特林通常是糟糕的战士，"
26	莱特林 Ratling	恢复英文句间空格	.In	. In	1	dergrowth without making much noise.In addition, their bare feet allow th
26	莱特林 Ratling	恢复英文句间空格	.Th	. Th	1	g these resources to other soldiers.This is an insignificant price for th
26	莱特林 Ratling	恢复英文句间空格	.Ra	. Ra	1	gs are the smallest type of abhuman.Ratlings rarely reach 1.3 meters in h
26	莱特林 Ratling	恢复英文句间空格	.Th	. Th	1	toenails being as tough asgroxhorns.These nails can grow into, what some 
26	莱特林 Ratling	恢复英文句间空格	.Th	. Th	1	ttlefield roles in which they excel.They also excel as infiltrators, due 
26	莱特林 Ratling	恢复英文句间空格	.Te	. Te	1	aponry andflak armourfor protection.Teams of ratlings sharpshooters are o
26	莱特林 Ratling	恢复英文句间空格	.Co	. Co	1	apons common among veteran soldiers.Conversely it is documented that guar
26	莱特林 Ratling	恢复英文句间空格	.Th	. Th	1	ection of their species isn't clear.The small amount of rations they do r
36	分级 Assignment	删除误重复字	。分级由由二十四	。分级由二十四	1	
36	分级 Assignment	恢复英文词间空格	The	The 	1	TheImperiummeasures and records the ps
36	分级 Assignment	恢复英文词间空格	the	the 	1	"reats. Classifications are made by theScholastica Psykana.

帝国通过一个名为分级或帝国"
36	分级 Assignment	恢复英文词间空格	the	the 	1	 or subconsciously draw power from theImmateriumand are not able to becom
36	分级 Assignment	恢复英文词间空格	the	the 	1	ed and brought to the attention of theInquisitionto protect against harmf
36	分级 Assignment	恢复英文词间空格	a	a 	1	rough force of will, from snapping aTitanin half to summoning a legion 
36	分级 Assignment	恢复英文词间空格	of	of 	1	Titanin half to summoning a legion ofGreater Daemons. A rogue plus psyke
36	分级 Assignment	恢复英文词间空格	the	the 	1	ker represents a great danger, and theOrdo Hereticusof theInquisitioncons
36	分级 Assignment	恢复英文词间空格	the	the 	1	at danger, and theOrdo Hereticusof theInquisitionconsiders them among the
36	分级 Assignment	恢复英文词间空格	a	a 	1	 or even beta over their career as aSanctioned Psyker.This warrants sub
36	分级 Assignment	恢复英文句间空格	.Be	. Be	1	eirdboyzall fall into this category.Beings such asdaemonsof the warp are 
36	分级 Assignment	恢复英文句间空格	.Th	. Th	1	are made of purely psychic energies.There are species, like thetau, which
36	分级 Assignment	恢复英文句间空格	.Th	. Th	1	devoid of psykers or psychic powers.There are even beings which could be 
36	分级 Assignment	恢复英文句间空格	.Du	. Du	1	ykers, humanblanksandnecron pariahs.Due to their use in the armies of Man
36	分级 Assignment	恢复英文句间空格	.Wh	. Wh	1	ing's naming convention is reversed.When uncontained, plus psykers repres
36	分级 Assignment	恢复英文句间空格	.It	. It	1	 an individual can change over time.It is not uncommon for a psyker to un
36	分级 Assignment	恢复英文句间空格	.Th	. Th	1	their career as a Sanctioned Psyker.This warrants subsequent reclassifica
38	第二帝国 Imperium Secundus	恢复英文词间空格	a	a 	1	Imperium Secundus was aHumanempire on theEastern Fringeof 
38	第二帝国 Imperium Secundus	恢复英文词间空格	the	the 	1	erium Secundus was aHumanempire on theEastern Fringeof theGalaxyformed in
