篇号,篇名,分类,状态,稿件路径,来源
174,禁军卫队 Custodian Guard,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0174.md,https://www.bilibili.com/opus/1058165261827309588
175,阿拉鲁斯亲卫 Allarus Custodian,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0175.md,https://www.bilibili.com/opus/1219192609530970115
176,星际战士军团 Space Marine Legion,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0176.md,https://www.bilibili.com/opus/994367108952358916
177,新血 Newblood,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0177.md,https://www.bilibili.com/opus/1030762112088014851
178,原型军团士兵 Prototype Legionaries,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0178.md,https://www.bilibili.com/opus/1031875028291944487
179,两个未知军团 Two Unknown Legions,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0179.md,https://www.bilibili.com/opus/1105738462825283604
180,战士结社 Warrior Lodges,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0180.md,https://www.bilibili.com/opus/1190585129389522951
181,破碎军团 Shattered Legions,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0181.md,https://www.bilibili.com/opus/1198095575496523783
182,黑盾 Blackshields,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0182.md,https://www.bilibili.com/opus/1198397601913765897
183,游侠骑士 Knights-Errant,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0183.md,https://www.bilibili.com/opus/1061864615972962327
184,军团辅助军 Legiones Auxilia,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0184.md,https://www.bilibili.com/opus/1025819910393036816
185,军团长 Legion Master,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0185.md,https://www.bilibili.com/opus/1025492702599315475
186,第一连长 First Captain,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0186.md,https://www.bilibili.com/opus/1205772434444124160
187,军团冠军 Legion Champion,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0187.md,https://www.bilibili.com/opus/1025492500726415362
188,执政官 Praetor,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0188.md,https://www.bilibili.com/opus/1031413856198459399
189,军团百夫长 Legion Centurion,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0189.md,https://www.bilibili.com/opus/1019944992128368660
190,领事 Consul,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0190.md,https://www.bilibili.com/opus/1020657668919918610
191,冠军领事 Champion Consul,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0191.md,https://www.bilibili.com/opus/1019945077994160147
192,领事教士 Consul-Chaplain,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0192.md,https://www.bilibili.com/opus/1020658128465690632
193,信号大师 Master of Signals,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0193.md,https://www.bilibili.com/opus/1112447618326200329
194,暗杀精英 Moritat,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0194.md,https://www.bilibili.com/opus/1030340445063872513
195,领事执法官 Consul-Opsequiari,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0195.md,https://www.bilibili.com/opus/1021090464205373446
196,领事智控顾问 Consul Praevian,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0196.md,https://www.bilibili.com/opus/1020658055487946774
197,副指挥官 Lieutenant-Commander,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0197.md,https://www.bilibili.com/opus/1026559207383498759
198,军团十夫长 Legiones Decurion,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0198.md,https://www.bilibili.com/opus/1025820133737627651
199,军团警戒者 Legion Vigilator,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0199.md,https://www.bilibili.com/opus/1025819669843410949
200,湮灭者 Nullificator,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0200.md,https://www.bilibili.com/opus/1031034889761193984
201,追踪者 Seeker,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0201.md,https://www.bilibili.com/opus/1033597782653403153
202,劫掠者 Despoiler,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0202.md,https://www.bilibili.com/opus/1022077159899922438
203,毁灭者 Destroyer,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0203.md,https://www.bilibili.com/opus/1024791948599230464
204,攻坚者 Breacher Siege,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0204.md,https://www.bilibili.com/opus/1019190130115608598
205,侦察小队 Reconnaissance Squad,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0205.md,https://www.bilibili.com/opus/1032514269749444615
206,战术支援小队 Tactical Support Squad,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0206.md,https://www.bilibili.com/opus/1035086525682941961
207,先遣者 Outrider,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0207.md,https://www.bilibili.com/opus/1034371147310825473
208,轻骑兵中队 Hussar Squadron,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0208.md,https://www.bilibili.com/opus/1023970089426223104
209,天空猎手 Sky-Hunter,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0209.md,https://www.bilibili.com/opus/1034055815085948936
210,探天者中队 Sky Seeker Squadron,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0210.md,https://www.bilibili.com/opus/1033598186371940357
211,掠食者刺客中队 Predator Assassin Squadron,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0211.md,https://www.bilibili.com/opus/1031413989339299841
212,星际战士 Space Marine,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0212.md,https://www.bilibili.com/opus/855310241292615700
213,阿斯塔特修会 Adeptus Astartes,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0213.md,https://www.bilibili.com/opus/1060007600939073544
214,原体 Primarch,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0214.md,https://www.bilibili.com/opus/993979715786113030
215,建军 Founding,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0215.md,https://www.bilibili.com/opus/1109843300498538513
216,战团 Chapter,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0216.md,https://www.bilibili.com/opus/985487835324743685
217,大师 Master,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0217.md,https://www.bilibili.com/opus/1026955143265910787
218,修士 Brother,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0218.md,https://www.bilibili.com/opus/1019190417884708870
219,新进者 Neophyte,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0219.md,https://www.bilibili.com/opus/1030761987492020233
220,有志者 Aspirant,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0220.md,https://www.bilibili.com/opus/1110581416397111303
221,长子 Firstborn,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0221.md,https://www.bilibili.com/opus/1112832670713249827
222,原铸星际战士 Primaris Space Marines,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0222.md,https://www.bilibili.com/opus/985554673587978248
223,先锋星际战士 Vanguard Space Marines,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0223.md,https://www.bilibili.com/opus/1036603666998493202
224,星际战士指挥官 Space Marine Commander,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0224.md,https://www.bilibili.com/opus/1020657522912002052
225,忠诚派星际战士战团 Loyal Space Marine Chapters,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0225.md,https://www.bilibili.com/opus/1051473238926819334
226,圣典战团 Codex Chapter,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0226.md,https://www.bilibili.com/opus/1207696708653285399
227,星际战士连队 Space Marine Company,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0227.md,https://www.bilibili.com/opus/1207688969080274964
228,基因种子 Gene-seed,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0228.md,https://www.bilibili.com/opus/1057106505136865286
229,堡垒修道院 Fortress-Monasteries,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0229.md,https://www.bilibili.com/opus/1051474351363194888
230,星际战士舰队 Space Marine Fleet,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0230.md,https://www.bilibili.com/opus/1051472873869279237
231,阿斯塔特圣典 Codex Astartes,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0231.md,https://www.bilibili.com/opus/988442742727114803
232,斯卡罗斯次经 Apocrypha of Skaros,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0232.md,https://www.bilibili.com/opus/1213255251024412691
233,星际战士母星 Space Marine homeworld,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0233.md,https://www.bilibili.com/opus/1051473062871957545
234,创造一名星际战士 Create a Space Marine,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0234.md,https://www.bilibili.com/opus/1112843111788183555
235,星际战士日常生活 Space Marines daily routines,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0235.md,https://www.bilibili.com/opus/1113188938260938753
236,战斗分队 Battle Squad,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0236.md,https://www.bilibili.com/opus/1020227132805087233
237,战线小队 Battleline Squad,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0237.md,https://www.bilibili.com/opus/1110581326179729414
238,近战支援小队 Close Support Squad,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0238.md,https://www.bilibili.com/opus/1110581197330710529
239,火力支援小队 Fire Support Squad,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0239.md,https://www.bilibili.com/opus/1110581261746831379
240,战团农奴 Chapter serfs,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0240.md,https://www.bilibili.com/opus/1207704448153944131
241,阿斯塔特总督 Astartes Praeses,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0241.md,https://www.bilibili.com/opus/1212891909649858610
242,摧毁祷文 Litany of Demolition,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0242.md,https://www.bilibili.com/opus/1221048048249995333
243,智库馆 Librarium,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0243.md,https://www.bilibili.com/opus/1111581490951487509
244,隐修室 Reclusiam,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0244.md,https://www.bilibili.com/opus/1111581551092563989
245,军械库 Armoury,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0245.md,https://www.bilibili.com/opus/1111581675636129795
246,药剂部 Apothecarion,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0246.md,https://www.bilibili.com/opus/1111581606921895941
247,战团长 Chapter Master,通用概念,中文行文已逐段精校，部分术语仍为暂定,正文/01-通用概念/0247.md,https://www.bilibili.com/opus/1020226510048460800
